bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
1729,Metamorphoses: Volume 2  Books IX-XV,Ovid/Frank Justus Miller,4.52,674990471,9.78E+12,eng,499,61,4,1/1/1985,Harvard University Press
1730,Metamorphoses: Volume I  Books I-VIII,Ovid/Frank Justus Miller,4.42,674990463,9.78E+12,eng,496,813,14,1/1/1977,Harvard University Press
1731,Practice! Practice!: A Latin Via Ovid Workbook,Norma Goldman/Michael  Rossi,4.08,814326110,9.78E+12,eng,152,12,0,7/1/1995,Wayne State University Press
1744,Tibullus: A Commentary,Michael C.J. Putnam,3.71,806115602,9.78E+12,eng,222,7,1,11/15/1979,University of Oklahoma Press
1750,Dionysiac Poetics and Euripides' Bacchae,Charles Segal,4.62,069101597X,9.78E+12,eng,440,12,0,11/16/1997,Princeton University Press
1752,Antigone,Sophocles/Reginald Gibbons/Charles Segal,3.64,195143108,9.78E+12,eng,197,36,5,9/1/2007,Oxford University Press
1761,Antigone,Sophocles/Reginald Gibbons/Charles Segal,3.64,195143736,9.78E+12,eng,208,264,14,6/5/2003,Oxford University Press  USA
1771,Object-Oriented Programming in C++,Richard Johnsonbaugh/Martin Kalin,4.07,130158852,9.78E+12,eng,640,14,0,8/13/1999,Prentice Hall
1796,The Iliad,Homer/Robert Fitzgerald,3.86,1857150600,9.78E+12,eng,594,30,2,3/19/1992,Everyman
1800,Love  Sex & Tragedy: How the Ancient World Shapes Our Lives,Simon Goldhill,3.79,226301192,9.78E+12,eng,345,122,16,11/1/2005,University of Chicago Press
1801,Reading Greek Tragedy,Simon Goldhill,4.12,521315794,9.78E+12,eng,302,32,3,8/5/1986,Cambridge University Press
1804,Who Needs Greek? Contests in the Cultural History of Hellenism,Simon Goldhill,3.4,521011760,9.78E+12,eng,334,10,1,4/4/2002,Cambridge University Press
1805,Foucault's Virginity: Ancient Erotic Fiction & the History of Sexuality (Stanford Memorial Lecture),Simon Goldhill,3.73,521479347,9.78E+12,eng,212,10,0,1/26/1995,Cambridge University Press
1814,2012: The Return of Quetzalcoatl,Daniel Pinchbeck,3.42,1585424838,9.78E+12,en-US,408,1416,217,5/4/2006,Tarcher
1815,Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,Daniel Pinchbeck/Lee Fukui,4.06,767907434,9.78E+12,en-US,336,2799,166,8/12/2003,Three Rivers Press (CA)
1823,Them: Adventures with Extremists,Jon Ronson,3.95,743233212,9.78E+12,eng,336,11990,831,1/7/2003,Simon  Schuster
1824,The Men Who Stare at Goats,Jon Ronson,3.61,743270606,9.78E+12,eng,259,10679,899,4/10/2006,Simon  Schuster
1839,Guns  Germs and Steel: The Fates of Human Societies,Jared Diamond,4.03,393061310,9.78E+12,eng,518,4356,404,7/11/2005,W.W. Norton
1843,Caught Inside: A Surfer's Year on the California Coast,Daniel Duane,3.87,865475091,9.78E+12,eng,256,633,60,4/10/1997,North Point Press
1845,Into the Wild,Jon Krakauer,3.98,385486804,9.78E+12,eng,207,800349,18198,1/20/1997,Anchor Books
1846,Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,3.92,785268839,9.78E+12,eng,256,55106,1503,4/1/2001,Thomas Nelson
1848,Wild Swans: Three Daughters of China,Jung Chang,4.26,743246985,9.78E+12,eng,562,73572,4280,8/12/2003,Simon  Schuster
1849,Wild Fire (John Corey  #4),Nelson DeMille,4.01,044657967X,9.78E+12,eng,519,20909,944,11/6/2006,Warner Books (NY)
1850,Born to Be Wild,Catherine Coulter,3.78,515142395,9.78E+12,eng,354,2456,115,7/25/2006,Jove
1852,The Call of the Wild,Jack London/Avi,3.86,439227143,9.78E+12,eng,172,274649,7203,1/1/2001,Scholastic
1853,Wild About Books,Judy Sierra/Marc Brown,4.17,037582538X,9.78E+12,eng,40,4541,378,8/10/2004,Alfred A. Knopf Books for Young Readers
1856,In Web Design for Libraries,Charles P. Rubenstein,2.67,1591583667,9.78E+12,eng,196,9,2,12/1/2006,Libraries Unlimited
1869,Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,3.63,805063897,9.78E+12,eng,240,168362,5762,5/1/2002,Owl Books (Henry Holt)
1877,The History of Sexuality 1: An Introduction,Michel Foucault/Robert Hurley,4.04,394417755,9.78E+12,eng,168,15,3,10/1/1978,Pantheon Books (NY)
1879,The History of Sexuality  Volume 1: The Will to Knowledge,Michel Foucault/Robert Hurley,4.04,140268685,9.78E+12,eng,168,313,27,10/29/1998,Penguin
1883,The History of Sexuality  Volume 2: The Use of Pleasure,Michel Foucault/Robert Hurley,4.08,140137343,9.78E+12,eng,304,51,2,7/30/1998,Penguin
1887,The Making of Pride and Prejudice,Sue Birtwistle/Sue Conklin/Susie Conklin,4.45,014025157X,9.78E+12,eng,128,4244,99,9/7/1995,Penguin Books Ltd
1888,Pride and Prejudice,Jane Austen,4.26,192802380,9.78E+12,eng,333,2399,253,2/11/2004,Oxford University Press
1889,Pride & Prejudice,Jane Austen/Vivien Jones,4.26,143036238,9.78E+12,eng,392,1821,210,9/1/2005,Penguin Books
1891,Pride and Prejudice,Jane Austen/George Saintsbury/Hugh  Thomson,4.26,486440915,9.78E+12,eng,476,1146,166,5/5/2005,Dover Publications
1893,Pride and Prejudice,Jane Austen/Carol Howard,4.26,1593083246,9.78E+12,eng,392,1628,171,9/20/2004,Barnes  Noble Classics
1894,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,4,1400032806,9.78E+12,eng,399,7481,1022,7/10/2003,Anchor Books
1896,Iceland: Land of the Sagas,David  Roberts/Jon Krakauer,3.71,375752676,9.78E+12,eng,160,330,40,10/6/1998,Villard
1898,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,4.17,385494785,9.78E+12,eng,368,351406,11701,10/19/1999,Anchor Books
1902,In the Land of White Death: An Epic Story of Survival in the Siberian Arctic,Valerian Albanov/Jon Krakauer/David  Roberts/Alison Anderson/Валериан Альбанов,4.01,067978361X,9.78E+12,eng,288,1910,136,9/4/2001,Modern Library
1911,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,3.68,374292795,9.78E+12,eng,616,87570,2800,4/18/2006,Farrar  Straus and Giroux (NY)
1914,La Tierra es plana: Breve historia del mundo globalizado del siglo XXI,Thomas L. Friedman,3.68,8427032226,9.79E+12,spa,495,38,0,1/1/2006,Planeta Publishing
1925,The Avalanche Handbook,David McClung/Peter Schaerer,4.07,898868092,9.78E+12,eng,342,43,1,10/12/2006,Mountaineers Books
1931,Avalanche,Arthur J. Roth,3.65,590422677,9.78E+12,eng,144,273,36,1/1/1989,Scholastic
1934,Little Women,Louisa May Alcott,4.07,451529308,9.78E+12,eng,449,1479727,18458,4/6/2004,Signet Classics
1935,Little Women (Little Women  #1),Louisa May Alcott/Scott McKowen,4.07,1402714580,9.78E+12,eng,536,1395,131,10/1/2004,Sterling
1936,Little Women,Louisa May Alcott/Paula Danziger,4.07,439101360,9.78E+12,eng,562,462,45,1/1/2000,Scholastic Paperbacks
1937,Little Women,Louisa May Alcott/Jessie Willcox Smith/Frank T. Merrill,4.07,517221160,9.78E+12,eng,389,166,9,9/3/2002,Gramercy Books
1946,Little Women  Little Men  Jo's Boys,Louisa May Alcott/Elaine Showalter,4.33,1931082731,9.78E+12,eng,1064,3124,87,2/17/2005,Library of America
1947,Little Women,Louisa May Alcott,4.07,1904633277,9.78E+12,eng,327,83,9,2/1/2004,Collector's Library
1955,A Tale of Two Cities,Charles Dickens/Keith Cox/Cynthia Brantley Johnson,3.84,743487605,9.78E+12,eng,496,131,28,5/1/2004,Simon  Schuster
1957,A Tale of Two Cities,Charles Dickens/Gillen D'Arcy Wood,3.84,1593081383,9.78E+12,eng,409,1343,183,7/25/2004,Barnes & Noble Classics
,,,,,,,,,,,
